,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Services.PhoneService,Services.MultipleLines,Services.InternetService,Services.OnlineSecurity,Services.OnlineBackup,Services.DeviceProtection,Services.TechSupport,Services.StreamingTV,Services.StreamingMovies,predict
4637,id11998,Male,0,No,Yes,39.4969419899,Month-to-month,['Yes'],Mailed check,58.9479964833,514.75,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,0.0
4638,id11999,Female,1,Yes,No,28.8220461007,Two year,['Yes'],Mailed check,60.5365123106,2349.8,No,Yes,No,No,Yes,No,Yes,No,No,0.0
4639,id12000,Male,0,Yes,Yes,30.5235221212,Month-to-month,['Yes'],Credit card (automatic),78.3377436669,851.2,Yes,No,No,Yes,No internet service,No,No,No,No,0.0
4640,id12001,Female,0,No,Yes,42.7226961005,Two year,['Yes'],Mailed check,74.6983989143,6300.85,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No,0.0
4641,id12002,Male,0,No,No,38.4898686194,Month-to-month,['No'],Electronic check,50.8528277953,2049.05,Yes,No,No,Yes,No internet service,Yes,No,No,No,0.0
4642,id12003,Female,0,No,Yes,26.0462719492,Month-to-month,['No'],Mailed check,70.191661442,1815.65,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,0.0
4643,id12004,Male,0,No,Yes,6.3203324404,One year,['No'],Electronic check,58.2083190106,3233.85,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,0.0
4644,id12005,Male,1,Yes,No,14.7271677313,Two year,['No'],Electronic check,49.4554854442,310.6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,0.0
4645,id12006,Male,0,No,Yes,23.4475419196,Month-to-month,['Yes'],Credit card (automatic),57.3160044882,7303.05,No,Yes,No,No internet service,No,No,No,No,Yes,0.0
4646,id12007,Male,1,Yes,No,18.221276643,Two year,['Yes'],Electronic check,95.694485213,6302.85,Yes,No,No,No,Yes,No internet service,No internet service,Yes,No,0.0
4647,id12008,Male,1,No,No,27.2463478177,Month-to-month,['Yes'],Mailed check,43.5888326816,5301.1,No,No,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,0.0
4648,id12009,Female,0,Yes,No,30.8014142005,Two year,['Yes'],Electronic check,32.4167335886,6710.5,Yes,No,No,Yes,No,No,No,No,No,0.0
4649,id12010,Male,1,No,No,29.6614806528,Month-to-month,['Yes'],Electronic check,63.9145874411,1436.95,Yes,Yes,No,Yes,No,No,No,Yes,No internet service,0.0
4650,id12011,Male,0,No,Yes,46.9145468972,One year,['Yes'],Electronic check,59.4763894628,456.85,Yes,Yes,DSL,Yes,No,No,No,No,No,0.0
4651,id12012,Female,1,No,Yes,26.9182563959,Two year,['No'],Mailed check,48.8951103986,1530.6,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,0.0
4652,id12013,Male,0,No,No,44.0512499822,Month-to-month,['Yes'],Mailed check,52.295555253,6293.2,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No,0.0
4653,id12014,Male,0,Yes,No,25.8421183785,Month-to-month,['Yes'],Bank transfer (automatic),79.4735247495,5893.15,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,0.0
4654,id12015,Female,0,No,Yes,28.5631728632,Month-to-month,['No'],Electronic check,46.5498492806,930.9,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,0.0
4655,id12016,Female,0,No,No,10.260059501,Month-to-month,['Yes'],Credit card (automatic),80.8079047668,7482.1,Yes,Yes,DSL,No,Yes,No,No,No,Yes,0.0
4656,id12017,Male,0,No,No,25.5995636161,Month-to-month,['Yes'],Bank transfer (automatic),84.8887002865,670.35,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,0.0
4657,id12018,Female,1,Yes,No,34.2370083043,Month-to-month,['No'],Credit card (automatic),67.7479768683,2666.75,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,0.0
4658,id12019,Male,0,No,Yes,33.7614906814,Month-to-month,['Yes'],Bank transfer (automatic),87.5037807452,1274.45,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,0.0
4659,id12020,Female,0,No,No,31.0455414175,One year,['No'],Bank transfer (automatic),97.2945357113,587.1,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,0.0
4660,id12021,Female,0,No,Yes,41.2986590873,One year,['Yes'],Electronic check,77.1231577165,1778.5,No,No,Fiber optic,No,No internet service,No,No,No,Yes,0.0
4661,id12022,Female,0,No,No,24.6484300142,Month-to-month,['Yes'],Credit card (automatic),72.2626862782,1216.6,Yes,No,DSL,No,No,No,Yes,No internet service,No,0.0
4662,id12024,Female,0,Yes,No,34.8163309573,Two year,['No'],Electronic check,75.0500994763,484.05,Yes,No,No,Yes,No,No,No,No,No,0.0
4663,id12025,Male,0,Yes,No,24.1626451336,Month-to-month,['Yes'],Credit card (automatic),67.6163426096,2790.65,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,0.0
4664,id12026,Male,0,No,No,32.91638039,Two year,['Yes'],Credit card (automatic),45.5190001505,6668.05,No,No,No,No,Yes,No,No,Yes,No,0.0
4665,id12027,Male,0,Yes,No,23.1839355708,One year,['No'],Electronic check,52.6685279275,2308.6,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,0.0
4666,id12028,Male,0,Yes,No,24.8266483867,Month-to-month,['Yes'],Bank transfer (automatic),52.4134875041,132.2,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,Yes,0.0
4667,id12029,Female,0,Yes,No,44.4939162387,Month-to-month,['No'],Bank transfer (automatic),49.7375397477,326.8,Yes,No,DSL,Yes,Yes,No,No,Yes,No,0.0
4668,id12030,Female,0,Yes,Yes,36.4851959102,Month-to-month,['Yes'],Credit card (automatic),55.3057322991,79.35,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,0.0
4669,id12031,Female,0,Yes,No,32.713814896,Month-to-month,['No'],Credit card (automatic),68.1917926691,3778.2,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,0.0
4670,id12032,Female,1,No,No,20.5129516326,Two year,['No'],Electronic check,56.0652346845,824.75,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,0.0
4671,id12033,Male,0,Yes,No,30.8209454686,Month-to-month,['No'],Bank transfer (automatic),84.1121289294,117.05,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,0.0
4672,id12034,Female,0,No,No,40.9027732695,One year,['Yes'],Electronic check,52.9710293348,2188.5,Yes,Yes,No,No,No internet service,No internet service,No,No,No internet service,0.0
4673,id12035,Female,0,Yes,Yes,28.4464381435,Month-to-month,['Yes'],Mailed check,81.2174145108,4263.45,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,0.0
4674,id12036,Male,0,No,No,32.6573693149,One year,['Yes'],Bank transfer (automatic),54.4338631306,446.8,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,0.0
4675,id12037,Female,0,Yes,Yes,36.1246748633,Month-to-month,['Yes'],Bank transfer (automatic),69.7376690258,1143.8,No,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,0.0
4676,id12038,Male,0,No,No,37.4186326058,Month-to-month,['No'],Electronic check,87.5257621535,45.15,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,0.0
4677,id12039,Male,0,No,No,30.4231473148,Month-to-month,['Yes'],Credit card (automatic),41.6832869649,522.35,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,0.0
4678,id12040,Female,0,No,Yes,37.5313598419,Two year,['Yes'],Electronic check,79.3771069422,3358.65,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,0.0
4679,id12041,Male,0,No,No,31.2964241216,Month-to-month,['Yes'],Electronic check,29.5038565626,3207.55,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,0.0
4680,id12042,Male,0,No,No,3.3384631807,Two year,['No'],Bank transfer (automatic),56.2037912555,8424.9,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,0.0
4681,id12043,Male,0,No,No,32.3860472784,Month-to-month,['Yes'],Mailed check,45.6819899821,6046.1,No,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,0.0
4682,id12044,Female,0,No,No,40.6130738217,One year,['Yes'],Bank transfer (automatic),94.23258621,2401.05,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,0.0
4683,id12045,Female,0,Yes,Yes,49.7785666274,Month-to-month,['Yes'],Credit card (automatic),54.7524763198,1559.25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,0.0
4684,id12046,Female,0,Yes,No,45.9513065808,Month-to-month,['No'],Bank transfer (automatic),84.3666306082,7774.05,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,0.0
4685,id12047,Female,1,No,No,49.8805279848,Month-to-month,['No'],Credit card (automatic),79.4393496733,83.3,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,0.0
4686,id12048,Female,0,Yes,Yes,45.2065635721,Two year,['Yes'],Bank transfer (automatic),74.3635133083,1423.05,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,0.0
4687,id12049,Male,0,No,No,24.85837835,One year,['No'],Electronic check,49.7389446272,2020.9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,0.0
4688,id12050,Male,0,Yes,No,36.369320628,Month-to-month,['Yes'],Electronic check,71.1793127444,137.6,Yes,No,No,Yes,No,No,No,No internet service,No internet service,0.0
4689,id12051,Female,0,No,No,17.4975122786,One year,['No'],Credit card (automatic),85.6880908436,5082.8,Yes,No,No,No,Yes,Yes,No,No,Yes,0.0
4690,id12052,Male,0,No,No,34.3556744478,Month-to-month,['Yes'],Bank transfer (automatic),56.000749859,1538.6,Yes,Yes,No,No,No,No,No internet service,No internet service,No internet service,0.0
4691,id12053,Male,0,No,Yes,22.1127395029,Month-to-month,['Yes'],Mailed check,90.7516957372,73.05,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No internet service,0.0
4692,id12054,Female,1,No,Yes,51.0590718091,Month-to-month,['Yes'],Bank transfer (automatic),75.5564717664,6029.9,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,0.0
4693,id12055,Male,0,Yes,No,39.5503909675,Month-to-month,['Yes'],Mailed check,64.9851453473,168.6,Yes,No,No,No,No internet service,Yes,No,No internet service,No,0.0
4694,id12056,Male,0,Yes,No,33.9677752743,Month-to-month,['No'],Electronic check,85.1741753477,1601.2,Yes,Yes,DSL,No,No internet service,No,No,No internet service,Yes,0.0
4695,id12058,Female,0,Yes,Yes,19.5896560109,One year,['No'],Credit card (automatic),84.8694755978,44.1,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,0.0
4696,id12059,Male,0,No,No,38.935679184,One year,['Yes'],Bank transfer (automatic),75.9959017224,6838.6,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,0.0
4697,id12060,Male,0,No,No,29.9368076291,One year,['No'],Bank transfer (automatic),60.1819480693,6585.35,Yes,No,No,No,No,Yes,No,Yes,No internet service,0.0
4698,id12061,Male,0,No,Yes,36.5503944685,Month-to-month,['Yes'],Electronic check,66.2863445681,5882.75,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,0.0
4699,id12062,Male,0,Yes,No,24.721963435,Month-to-month,['Yes'],Electronic check,52.7107580677,6794.75,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,0.0
4700,id12063,Female,0,No,Yes,13.7067096888,One year,['Yes'],Credit card (automatic),48.8790977609,3316.1,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,0.0
4701,id12064,Male,0,No,Yes,12.080032236,Month-to-month,['Yes'],Electronic check,58.6674596746,226.95,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,0.0
4702,id12065,Female,0,Yes,Yes,29.1498218443,Month-to-month,['Yes'],Electronic check,80.7406085548,3983.6,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,0.0
4703,id12066,Male,0,No,No,30.6656373926,One year,['No'],Electronic check,80.6481503965,1728.2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,0.0
4704,id12067,Female,0,No,Yes,41.3935521361,One year,['No'],Mailed check,61.8303389036,2375.2,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,0.0
4705,id12068,Male,0,No,No,35.8049026329,Two year,['Yes'],Bank transfer (automatic),19.6585858218,2090.25,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,0.0
4706,id12069,Male,1,No,No,16.097975042,One year,['Yes'],Credit card (automatic),93.277049972,196.9,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,0.0
4707,id12070,Female,1,Yes,No,59.4922004584,Month-to-month,['No'],Electronic check,81.3036064441,1566.9,Yes,No,DSL,No,No,No,Yes,No,Yes,0.0
4708,id12071,Male,0,Yes,No,25.2455400785,Two year,['Yes'],Credit card (automatic),57.7542329413,5810.9,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,0.0
4709,id12072,Female,1,No,Yes,24.7339285313,Month-to-month,['Yes'],Bank transfer (automatic),56.7167743982,4804.75,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,0.0
4710,id12073,Female,1,No,No,29.5875147114,Month-to-month,['Yes'],Electronic check,54.0220504756,908.15,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,0.0
4711,id12074,Male,1,Yes,No,21.9878844124,Two year,['No'],Mailed check,79.3888982298,6632.75,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No,0.0
4712,id12075,Male,1,No,No,26.9829842187,Month-to-month,['No'],Electronic check,64.693156068,678.8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,0.0
4713,id12076,Male,0,No,No,30.8631533293,Month-to-month,['Yes'],Mailed check,62.0472174386,1529.45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,0.0
4714,id12077,Male,0,Yes,No,27.3915415281,Two year,['Yes'],Credit card (automatic),72.8165948101,5034.05,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0
4715,id12078,Female,0,Yes,No,47.884981412,Month-to-month,['No'],Mailed check,54.7516573243,1036.75,No,Yes,DSL,Yes,No,No,No,Yes,No,0.0
4716,id12079,Female,0,Yes,Yes,42.8021086805,Two year,['Yes'],Electronic check,55.0732849952,344.2,Yes,No,No,No,No,No,No,Yes,No,0.0
4717,id12081,Female,0,No,No,15.7045750236,One year,['Yes'],Bank transfer (automatic),61.4024832901,1862.9,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,0.0
4718,id12082,Female,0,Yes,Yes,30.6516111638,Month-to-month,['Yes'],Bank transfer (automatic),55.7148494067,1212.85,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,0.0
4719,id12083,Female,0,Yes,No,55.2881515915,One year,['No'],Mailed check,48.9921481224,1327.4,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,0.0
4720,id12084,Female,1,Yes,No,18.7959778997,Two year,['Yes'],Electronic check,66.6246096837,5791.1,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,0.0
4721,id12085,Female,0,No,Yes,28.9940904733,Two year,['No'],Bank transfer (automatic),89.4301477847,510.8,Yes,No phone service,No,No,No,Yes,No,No internet service,Yes,0.0
4722,id12086,Female,1,No,No,24.5366771288,Month-to-month,['No'],Electronic check,36.7008715291,1269.1,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,Yes,0.0
4723,id12087,Male,1,No,Yes,54.4893255642,Month-to-month,['No'],Electronic check,18.25,1358.85,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,0.0
4724,id12088,Female,0,Yes,No,35.3310936097,One year,['No'],Credit card (automatic),81.7956723068,332.65,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,0.0
4725,id12089,Male,0,No,No,37.9915963776,Two year,['Yes'],Electronic check,86.9117853885,855.1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,0.0
4726,id12090,Female,1,No,No,20.1298145971,Two year,['Yes'],Mailed check,62.9532769679,3886.05,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No,0.0
4727,id12091,Female,0,Yes,No,21.884654237,One year,['No'],Electronic check,79.8101971019,373,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,0.0
4728,id12092,Female,1,No,No,36.0599793613,One year,['No'],Bank transfer (automatic),76.1901000483,2763.35,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,0.0
4729,id12093,Female,0,No,No,19.9986170096,Two year,['No'],Mailed check,71.9323198491,4932.5,Yes,No,DSL,No,No,No,No,Yes,No,0.0
4730,id12094,Male,0,Yes,No,17.4080615147,Two year,['Yes'],Bank transfer (automatic),58.5522126054,587.45,Yes,No,No,No,Yes,Yes,No,Yes,No,0.0
4731,id12095,Male,0,No,Yes,23.7470594841,One year,['Yes'],Credit card (automatic),68.7117554358,2217.15,Yes,No,No,No internet service,No,Yes,No,No,Yes,0.0
4732,id12096,Female,1,Yes,Yes,39.4337005012,Month-to-month,['Yes'],Electronic check,33.2190421568,7382.25,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,0.0
4733,id12097,Male,1,No,Yes,38.0939639284,Month-to-month,['Yes'],Bank transfer (automatic),71.5013057807,3264.45,Yes,Yes,No,No,No,Yes,No,No,Yes,0.0
4734,id12098,Male,0,No,No,22.8378348789,Two year,['No'],Electronic check,76.3774499354,811.8,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,0.0
4735,id12099,Male,0,No,No,23.589024352,Month-to-month,['Yes'],Electronic check,71.8271517091,1520.1,Yes,Yes,No,Yes,No,Yes,No,Yes,No,0.0
4736,id12100,Male,0,No,No,55.8262167415,Two year,['No'],Bank transfer (automatic),71.4222897813,68.95,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,0.0
4737,id12101,Male,0,Yes,Yes,51.6174649362,Two year,['Yes'],Bank transfer (automatic),38.6003422627,947.4,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,0.0
4738,id12102,Female,0,No,No,15.0688108978,Month-to-month,['No'],Bank transfer (automatic),74.9863222455,3946.9,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,0.0
4739,id12103,Female,0,Yes,No,57.9260308232,Month-to-month,['No'],Mailed check,51.3396108214,79.9,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,0.0
4740,id12104,Female,0,Yes,No,32.8909257331,Two year,['No'],Bank transfer (automatic),54.5178301558,301.9,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,0.0
4741,id12105,Male,0,Yes,No,29.1810960032,Month-to-month,['No'],Bank transfer (automatic),64.0433508937,990.85,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,0.0
4742,id12106,Female,1,Yes,No,40.0655932488,One year,['No'],Bank transfer (automatic),50.6386545002,4917.75,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,0.0
4743,id12107,Male,0,Yes,No,44.6474265709,Month-to-month,['Yes'],Electronic check,81.6470608718,4932.5,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No,0.0
4744,id12108,Male,1,No,Yes,38.1991092144,One year,['Yes'],Bank transfer (automatic),82.8843075903,7882.5,Yes,No,DSL,Yes,Yes,No,No,Yes,No,0.0
4745,id12109,Male,0,Yes,No,67.802850384,Month-to-month,['No'],Electronic check,102.6095081367,1022.6,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,0.0
4746,id12110,Female,0,Yes,No,39.469523109,Month-to-month,['No'],Electronic check,58.1085488497,6019.35,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,0.0
4747,id12111,Female,0,Yes,Yes,30.4074466692,Month-to-month,['Yes'],Electronic check,40.1601623466,198.1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0.0
4748,id12112,Male,0,Yes,Yes,22.7656843516,Two year,['Yes'],Bank transfer (automatic),55.8730921274,5794.45,Yes,No,No,No,No,No,No,No internet service,No,0.0
4749,id12113,Female,1,Yes,No,39.7967675714,Two year,['No'],Credit card (automatic),69.5610545393,411.15,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,0.0
4750,id12114,Female,0,Yes,Yes,28.0631553067,Two year,['No'],Electronic check,56.9230500056,7308.95,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,0.0
4751,id12115,Female,0,No,No,36.9568931716,Two year,['No'],Credit card (automatic),62.518778191,1326.35,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,0.0
4752,id12116,Male,0,No,No,40.3996259546,One year,['No'],Mailed check,55.5456975089,535.35,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,0.0
4753,id12117,Female,1,Yes,Yes,22.7420651882,One year,['Yes'],Mailed check,85.0876354609,2249.95,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,0.0
4754,id12118,Male,0,Yes,No,37.0080776753,Month-to-month,['No'],Mailed check,49.9936756301,1115.15,Yes,Yes,DSL,No,No,No,No,No,No,0.0
4755,id12119,Male,1,No,No,30.028196381,One year,['Yes'],Mailed check,113.998819003,1867.6,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,0.0
4756,id12120,Female,0,Yes,No,22.4196743711,Month-to-month,['No'],Credit card (automatic),68.5804351211,1882.8,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,0.0
4757,id12121,Female,1,No,Yes,8.2083620436,Two year,['Yes'],Bank transfer (automatic),59.0586183841,1752.55,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,0.0
4758,id12122,Male,0,No,Yes,38.5699637076,Two year,['Yes'],Bank transfer (automatic),63.0334528419,1051.9,Yes,No,DSL,No,No,No,No,No,No,0.0
4759,id12123,Male,0,No,No,20.1433855837,Two year,['No'],Electronic check,63.0769352879,6690.75,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,0.0
4760,id12124,Male,0,No,Yes,43.1593449833,Month-to-month,['No'],Bank transfer (automatic),32.0053450768,116.95,Yes,Yes,No,No,No,Yes,No internet service,Yes,Yes,0.0
4761,id12125,Female,0,No,No,54.9099727359,Month-to-month,['No'],Credit card (automatic),74.44583477,299.2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,0.0
4762,id12126,Female,0,No,No,11.4435498194,Month-to-month,['Yes'],Credit card (automatic),76.0101390874,654.85,Yes,No,No,No,No,No,No,Yes,No internet service,0.0
4763,id12127,Male,0,Yes,No,23.9593540032,Month-to-month,['Yes'],Electronic check,56.2489527491,3314.15,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,0.0
4764,id12128,Male,0,No,Yes,37.3134393108,Month-to-month,['Yes'],Electronic check,56.4566847391,1222.05,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,0.0
4765,id12129,Female,0,Yes,No,12.5372880412,Month-to-month,['No'],Mailed check,43.6845545404,349.8,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,0.0
4766,id12130,Female,0,No,No,23.2976807887,Month-to-month,['Yes'],Credit card (automatic),75.119294288,150.6,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,0.0
4767,id12131,Male,0,No,No,28.0899735862,Month-to-month,['Yes'],Bank transfer (automatic),72.3376246079,609.05,Yes,Yes,No,No,Yes,No,No,No internet service,No,0.0
4768,id12132,Female,0,Yes,No,45.0454524321,Month-to-month,['Yes'],Credit card (automatic),46.2374462436,1794.8,Yes,No,DSL,No,No,No,No internet service,No,No,0.0
4769,id12133,Male,0,Yes,Yes,14.8585535869,Month-to-month,['Yes'],Electronic check,29.3827614214,6397.6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.0
4770,id12134,Male,0,No,No,24.9590712964,Month-to-month,['Yes'],Electronic check,96.7238550439,3042.25,Yes,Yes,DSL,No,No,No,No,No internet service,No,0.0
4771,id12135,Female,0,Yes,Yes,40.4746043535,Month-to-month,['No'],Electronic check,48.0135009065,173,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,0.0
4772,id12136,Male,0,No,Yes,37.6834711061,Two year,['No'],Mailed check,56.133904121,62.9,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,0.0
4773,id12138,Female,0,No,Yes,23.4467620098,Month-to-month,['No'],Credit card (automatic),60.2329804908,2357.75,Yes,Yes,No,Yes,No,No,Yes,No internet service,Yes,0.0
4774,id12139,Female,0,No,Yes,17.6590976918,One year,['Yes'],Electronic check,82.2142085088,5043.2,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,Yes,0.0
4775,id12140,Female,0,No,No,13.966104553,One year,['No'],Mailed check,48.4158852064,4747.5,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,0.0
4776,id12141,Female,1,No,Yes,20.5206711187,Month-to-month,['Yes'],Electronic check,75.8325108976,7565.35,Yes,No,DSL,No,No,Yes,Yes,No,No,0.0
4777,id12142,Male,0,Yes,Yes,19.7340841882,Two year,['No'],Mailed check,43.3672457041,244.75,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,0.0
4778,id12143,Male,0,Yes,No,30.906414007,Two year,['Yes'],Credit card (automatic),50.0713921367,58,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,0.0
4779,id12144,Female,1,Yes,No,18.5362823185,Two year,['Yes'],Electronic check,45.1671408251,5536.5,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,0.0
4780,id12145,Female,0,No,No,67.9293915835,Month-to-month,['Yes'],Bank transfer (automatic),69.1560763154,7049.75,No,No,DSL,No,No,No,No,No internet service,Yes,0.0
4781,id12146,Male,0,Yes,No,35.9980278133,Month-to-month,['No'],Electronic check,61.2924953596,7581.5,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,0.0
4782,id12148,Female,0,Yes,Yes,27.0277967051,Two year,['Yes'],Electronic check,80.6606914838,146.4,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,0.0
4783,id12149,Male,0,No,No,29.336684759,Month-to-month,['No'],Electronic check,62.0176369612,5784.3,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,0.0
4784,id12150,Male,0,No,No,30.5654264351,Month-to-month,['No'],Electronic check,75.6851820024,383.65,Yes,No,No,No internet service,No,Yes,No,Yes,No,0.0
4785,id12151,Male,0,Yes,No,20.3031624539,Month-to-month,['Yes'],Credit card (automatic),43.1183884882,1037.75,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,0.0
4786,id12152,Male,0,No,Yes,29.8225770967,Month-to-month,['No'],Electronic check,72.261229815,7325.1,Yes,No,DSL,No,No,Yes,No,No internet service,No internet service,0.0
4787,id12153,Female,0,No,Yes,45.6459882416,Month-to-month,['Yes'],Credit card (automatic),67.9889598693,69.85,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,0.0
4788,id12154,Female,0,No,Yes,41.2407367078,Two year,['Yes'],Bank transfer (automatic),68.7015047512,1430.95,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,0.0
4789,id12155,Female,1,Yes,Yes,29.6664455338,Month-to-month,['Yes'],Credit card (automatic),70.0984319418,93.4,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,0.0
4790,id12156,Male,0,No,No,35.1391333205,Month-to-month,['No'],Electronic check,51.0115933359,1790.8,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,0.0
